index,brand_name,model,prices,rating,sim,has_5g,has_nfc,has_ir_blaster,processor,processor_model,cpu_core_type,cpu_clock_speed_ghz,ram,ram_capacity,internal_memory,battery,battrey_capacity,fast_charging_watt,fast_charging_supported,display,display_size_inches,display_resolution_width_px,display_resolution_height_px,display_refresh_rate_hz,display_notch_type,camera,rear_camera,rear_camera_count,rear_cam_1,rear_cam_2,rear_cam_3,rear_cam_4,rear_cam_5,rear_camera_special_feature,front_camera,front_camers_count,front_camera_primary,front_camera_dual,memory_card_supported,memory_card_slot_type,memory_card_max_gb,card,os,operating_system,num_core,processor_brand,processor_manufacturer
139,vivo,Vivo X300 (12GB RAM + 512GB),81999,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster",True,True,True,"Dimensity 9500, Octa Core, 4.21 GHz Processor",Dimensity 9500,Octa Core,4.21,"12 GB RAM, 512 GB inbuilt",12.0,512.0,6040 mAh Battery with 90W Fast Charging,6040,90.0,True,"6.31 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",6.31,1216,2640,120.0,Punch Hole,200 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,200 MP + 50 MP + 50 MP Triple Rear ,3.0,200,50,50,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
140,xiaomi,Xiaomi Redmi Note 15 Pro Plus,39999,79.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 7s Gen4, Octa Core, 2.7 GHz Processor",Snapdragon 7s Gen4,Octa Core,2.7,"8 GB RAM, 256 GB inbuilt",8.0,256.0,6500 mAh Battery with 100W Fast Charging,6500,100.0,True,"6.83 inches, 1280 x 2772 px, 120 Hz Display with Punch Hole",6.83,1280,2772,120.0,Punch Hole,200 MP + 8 MP Dual Rear & 32 MP Front Camera,200 MP + 8 MP Dual Rear ,2.0,200,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
141,lava,Lava Virat V1 Pro 5G,15999,52.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Unisoc T8200, Octa Core, 2.6 GHz Processor",Unisoc T8200,Octa Core,2.6,"6 GB RAM, 128 GB inbuilt",6.0,128.0,6000 mAh Battery with 18W Fast Charging,6000,18.0,True,"6.75 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",6.75,720,1600,120.0,Water Drop Notch,50 MP Dual Rear & 8 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v16,Android,8.0,Unisoc,Unisoc
142,xiaomi,Xiaomi Redmi Turbo 5,41999,76.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 8500 Ultra, Octa Core, 3.4 GHz Processor",Dimensity 8500 Ultra,Octa Core,3.4,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7540 mAh Battery with 100W Fast Charging,7540,100.0,True,"6.59 inches, 1268 x 2756 px, 120 Hz Display with Punch Hole",6.59,1268,2756,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 20 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 20 MP Front Camera,1,20,,,,,,Android v16,Android,8.0,Dimensity,MediaTek
143,vivo,Vivo Y11 5G,17999,,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"4 GB RAM, 64 GB inbuilt",4.0,64.0,6500 mAh Battery with 15W Fast Charging,6500,15.0,True,"6.74 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",6.74,720,1600,120.0,Water Drop Notch,13 MP + 0.08 MP Dual Rear & 5 MP Front Camera,13 MP + 0.08 MP Dual Rear ,2.0,13,0.08,,,,, 5 MP Front Camera,1,5,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v16,Android,8.0,Dimensity,MediaTek
144,nothing,Nothing Phone (4a) Pro,45950,75.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Snapdragon 7 Gen 4, Octa Core, 2.8 GHz Processor",Snapdragon 7 Gen 4,Octa Core,2.8,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5400 mAh Battery with 50W Fast Charging,5400,50.0,True,"6.83 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",6.83,1260,2800,144.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Snapdragon,Qualcomm
145,xiaomi,Xiaomi Redmi 17 5G (8GB RAM + 128GB),26999,62.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 4 Gen5, Octa Core, 2.4 GHz Processor",Snapdragon 4 Gen5,Octa Core,2.4,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7900 mAh Battery with 45W Fast Charging,7900,45.0,True,"6.9 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",6.9,720,1600,120.0,Punch Hole,50 MP + Auxiliary lens Dual Rear & 8 MP Front Camera,50 MP + Auxiliary lens Dual Rear ,2.0,50,,,,,Auxiliary lens, 8 MP Front Camera,1,8,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v16,Android,8.0,Snapdragon,Qualcomm
146,oppo,OPPO K14x 5G,18999,54.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"4 GB RAM, 128 GB inbuilt",4.0,128.0,6500 mAh Battery with 45W Fast Charging,6500,45.0,True,"6.75 inches, 720 x 1570 px, 120 Hz Display with Punch Hole",6.75,720,1570,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 5 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 5 MP Front Camera,1,5,,Yes,Hybrid,,Memory Card (Hybrid),Android v15,Android,8.0,Dimensity,MediaTek
147,apple,Apple iPhone 15 Plus,69900,67.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Bionic A16, Hexa Core, 3.46 GHz Processor",Bionic A16,Hexa Core,3.46,"6 GB RAM, 128 GB inbuilt",6.0,128.0,4383 mAh Battery with Fast Charging,4383,,True,"6.7 inches, 1290 x 2796 px Display with Dynamic Island",6.7,1290,2796,,Dynamic Island,48 MP + 12 MP Dual Rear & 12 MP Front Camera,48 MP + 12 MP Dual Rear ,2.0,48,12,,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,iOS v17,iOS,6.0,Bionic,Apple
148,oppo,OPPO K14,23999,62.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,7000 mAh Battery with 45W Fast Charging,7000,45.0,True,"6.75 inches, 720 x 1570 px, 120 Hz Display with Punch Hole",6.75,720,1570,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,,Memory Card (Hybrid),Android v15,Android,8.0,Dimensity,MediaTek
149,boltt,Boltt Evo,10999,,"Dual Sim, 4G, VoLTE, Wi-Fi",False,False,False,"Unisoc T7250, Octa Core, 1.8 GHz Processor",Unisoc T7250,Octa Core,1.8,"4 GB RAM, 64 GB inbuilt",4.0,64.0,6000 mAh Battery with 18W Fast Charging,6000,18.0,True,"6.79 inches, 720 x 1640 px, 120 Hz Display with Punch Hole",6.79,720,1640,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v16,Android,8.0,Unisoc,Unisoc
150,oneplus,OnePlus 15R 5G,59999,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8 Gen5, Octa Core, 3.84 GHz Processor",Snapdragon 8 Gen5,Octa Core,3.84,"12 GB RAM, 256 GB inbuilt",12.0,256.0,7400 mAh Battery with 80W Fast Charging,7400,80.0,True,"6.83 inches, 1272 x 2800 px, 165 Hz Display with Punch Hole",6.83,1272,2800,165.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Snapdragon,Qualcomm
151,motorola,Motorola Edge 70 Pro Plus 5G,48990,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi",True,True,False,"Dimensity 8500 Extreme, Octa Core, 3.4 GHz Processor",Dimensity 8500 Extreme,Octa Core,3.4,"12 GB RAM, 256 GB inbuilt",12.0,256.0,6500 mAh Battery with 90W Fast Charging,6500,90.0,True,"6.78 inches, 1272 x 2772 px, 144 Hz Display with Punch Hole",6.78,1272,2772,144.0,Punch Hole,50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 50 MP Triple Rear ,3.0,50,50,50,,,, 50 MP Front Camera,1,50,,,,,,Android v16,Android,8.0,Dimensity,MediaTek
152,realme,Realme P3 Pro 5G,20999,63.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor",Snapdragon 7s Gen3,Octa Core,2.5,"8 GB RAM, 128 GB inbuilt",8.0,128.0,6000 mAh Battery with 80W Fast Charging,6000,80.0,True,"6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",6.83,1272,2800,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 16 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 16 MP Front Camera,1,16,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
153,oppo,Oppo K13 Turbo Pro,29999,71.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Snapdragon 8s Gen4,Octa Core,3.2,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7000 mAh Battery with 80W Fast Charging,7000,80.0,True,"6.8 inches, 1280 x 2800 px, 120 Hz Display with Punch Hole",6.8,1280,2800,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 16 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 16 MP Front Camera,1,16,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
154,realme,Realme P3 Ultra (8GB RAM + 256GB),28999,67.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 8350 Ultra, Octa Core, 3.35 GHz Processor",Dimensity 8350 Ultra,Octa Core,3.35,"8 GB RAM, 256 GB inbuilt",8.0,256.0,6000 mAh Battery with 80W Fast Charging,6000,80.0,True,"6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",6.83,1272,2800,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Dimensity,MediaTek
155,apple,Apple iPhone Duo (1TB),374900,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Apple A20 Pro, Hexa Core Processor",Apple A20 Pro,Hexa Core,,"12 GB RAM, 1 TB inbuilt",12.0,1.0,5800 mAh Battery with Fast Charging,5800,,True,"7.6 inches, 1878 x 2670 px, 120 Hz Display",7.6,1878,2670,120.0,,48 MP + 48 MP Dual Rear & 12 MP + Under-display FaceTime Camera Dual Front Camera,48 MP + 48 MP Dual Rear ,2.0,48,48,,,,, 12 MP + Under-display FaceTime Camera Dual Front Camera,2,12,Under-display FaceTime Camera Dual Front Camera,No,Not Supported,,Memory Card Not Supported,,iOS,6.0,Apple,Apple
156,vivo,Vivo X200T,59999,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi, IR Blaster",True,True,True,"Dimensity 9400 Plus, Octa Core, 3.63 GHz Processor",Dimensity 9400 Plus,Octa Core,3.63,"12 GB RAM, 256 GB inbuilt",12.0,256.0,6200 mAh Battery with 90W Fast Charging,6200,90.0,True,"6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",6.67,1260,2800,120.0,Punch Hole,50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,50 MP + 50 MP + 50 MP Triple Rear ,3.0,50,50,50,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
157,poco,Poco M7 Plus 5G (8GB RAM + 128GB),17999,59.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Snapdragon 6s Gen3, Octa Core, 2.3 GHz Processor",Snapdragon 6s Gen3,Octa Core,2.3,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7000 mAh Battery with 33W Fast Charging,7000,33.0,True,"6.9 inches, 1080 x 2340 px, 144 Hz Display with Punch Hole",6.9,1080,2340,144.0,Punch Hole,50 MP Rear & 8 MP Front Camera,50 MP Rear ,1.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v15,Android,8.0,Snapdragon,Qualcomm
158,nokia,Nokia 300 Charge,2599,,Dual Sim,False,False,False,Unisoc SC6531E,Unisoc SC6531E,,,"4 MB RAM, 4 MB inbuilt",4.0,4.0,3700 mAh Battery with 10W Fast Charging,3700,10.0,True,"2.4 inches, 320 x 240 px Display",2.4,320,240,,,Main Rear Camera,Main Rear Camera,1.0,,,,,,,,1,,,Yes,Dedicated,32.0,"Memory Card Supported, upto 32 GB",S30+,S30+ / Feature OS,,Unisoc,Unisoc
159,samsung,Samsung Galaxy A57 5G,56999,74.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Exynos 1680, Octa Core, 2.9 GHz Processor",Exynos 1680,Octa Core,2.9,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5000 mAh Battery with 45W Fast Charging,5000,45.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 12 MP + 5 MP Triple Rear & 12 MP Front Camera,50 MP + 12 MP + 5 MP Triple Rear ,3.0,50,12,5,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Exynos,Samsung
160,realme,Realme P4R 5G,19997,57.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"4 GB RAM, 128 GB inbuilt",4.0,128.0,8000 mAh Battery with 45W Fast Charging,8000,45.0,True,"6.81 inches, 720 x 1570 px, 144 Hz Display with Punch Hole",6.81,720,1570,144.0,Punch Hole,50 MP Rear & 8 MP Front Camera,50 MP Rear ,1.0,50,,,,,, 8 MP Front Camera,1,8,,,,,,Android v16,Android,8.0,Dimensity,MediaTek
161,realme,Realme GT 7T (12GB RAM + 512GB),37499,79.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 8400-MAX, Octa Core, 3.25 GHz Processor",Dimensity 8400-MAX,Octa Core,3.25,"12 GB RAM, 512 GB inbuilt",12.0,512.0,7000 mAh Battery with 120W Fast Charging,7000,120.0,True,"6.8 inches, 1280 x 2800 px, 120 Hz Display with Punch Hole",6.8,1280,2800,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Dimensity,MediaTek
162,oppo,OPPO Reno 15 Pro 5G,67999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 8450, Octa Core, 3.25 GHz Processor",Dimensity 8450,Octa Core,3.25,"12 GB RAM, 256 GB inbuilt",12.0,256.0,6500 mAh Battery with 80W Fast Charging,6500,80.0,True,"6.78 inches, 1272 x 2772 px, 120 Hz Display with Punch Hole",6.78,1272,2772,120.0,Punch Hole,200 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,200 MP + 50 MP + 50 MP Triple Rear ,3.0,200,50,50,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
163,samsung,Samsung Galaxy A16 5G (6GB RAM + 128GB),15999,57.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,5000 mAh Battery with 25W Fast Charging,5000,25.0,True,"6.7 inches, 1080 x 2340 px, 90 Hz Display with Water Drop Notch",6.7,1080,2340,90.0,Water Drop Notch,50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,50 MP + 5 MP + 2 MP Triple Rear ,3.0,50,5,2,,,, 13 MP Front Camera,1,13,,Yes,Hybrid,1536.0,"Memory Card (Hybrid), upto 1.5 TB",Android v14,Android,8.0,Dimensity,MediaTek
164,vivo,Vivo V70 FE 5G (8GB RAM + 256GB),42850,79.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Dimensity 7360 Turbo, Octa Core, 2.5 GHz Processor",Dimensity 7360 Turbo,Octa Core,2.5,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7000 mAh Battery with 90W Fast Charging,7000,90.0,True,"6.83 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",6.83,1260,2800,120.0,Punch Hole,200 MP + 8 MP Dual Rear & 50 MP Front Camera,200 MP + 8 MP Dual Rear ,2.0,200,8,,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
165,realme,Realme GT 8 Pro,72999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8 Elite Gen 5, Octa Core, 4.6 GHz Processor",Snapdragon 8 Elite Gen 5,Octa Core,4.6,"12 GB RAM, 256 GB inbuilt",12.0,256.0,7000 mAh Battery with 120W Fast Charging,7000,120.0,True,"6.79 inches, 1440 x 3136 px, 144 Hz Display with Punch Hole",6.79,1440,3136,144.0,Punch Hole,200 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,200 MP + 50 MP + 50 MP Triple Rear ,3.0,200,50,50,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Snapdragon,Qualcomm
166,poco,Poco M8x 5G,19876,61.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Snapdragon 4 Gen5, Octa Core, 2.4 GHz Processor",Snapdragon 4 Gen5,Octa Core,2.4,"4 GB RAM, 128 GB inbuilt",4.0,128.0,7900 mAh Battery with 45W Fast Charging,7900,45.0,True,"6.9 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",6.9,720,1600,120.0,Punch Hole,50 MP Dual Rear & 8 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v16,Android,8.0,Snapdragon,Qualcomm
167,xiaomi,Xiaomi Redmi A7 Pro 5G,14999,54.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Unisoc T8300, Octa Core, 2.2 GHz Processor",Unisoc T8300,Octa Core,2.2,"4 GB RAM, 64 GB inbuilt",4.0,64.0,6300 mAh Battery with 15W Fast Charging,6300,15.0,True,"6.9 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",6.9,720,1600,120.0,Water Drop Notch,32 MP Dual Rear & 8 MP Front Camera,32 MP Dual Rear ,2.0,32,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v16,Android,8.0,Unisoc,Unisoc
168,oneplus,OnePlus Nord 6 5G (12GB RAM +256GB),52999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Snapdragon 8s Gen4,Octa Core,3.2,"12 GB RAM, 256 GB inbuilt",12.0,256.0,9000 mAh Battery with 80W Fast Charging,9000,80.0,True,"6.78 inches, 1272 x 2772 px, 165 Hz Display with Punch Hole",6.78,1272,2772,165.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Snapdragon,Qualcomm
169,oneplus,OnePlus Nord 5 (12GB RAM + 256GB),34999,76.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8s Gen3, Octa Core, 3 GHz Processor",Snapdragon 8s Gen3,Octa Core,3.0,"12 GB RAM, 256 GB inbuilt",12.0,256.0,6800 mAh Battery with 80W Fast Charging,6800,80.0,True,"6.83 inches, 1272 x 2800 px, 144 Hz Display with Punch Hole",6.83,1272,2800,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 50 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 50 MP Front Camera,1,50,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
170,samsung,Samsung Galaxy A06 5G (6GB RAM + 128GB),14499,53.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,5000 mAh Battery with 25W Fast Charging,5000,25.0,True,"6.7 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",6.7,720,1600,90.0,Water Drop Notch,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v15,Android,8.0,Dimensity,MediaTek
171,samsung,Samsung Galaxy Z Fold 8 5G,174999,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, eSIM, Wi-Fi",True,True,False,"Snapdragon 8 Elite Gen 5 for Galaxy, Octa Core, 4.74 GHz Processor",Snapdragon 8 Elite Gen 5 for Galaxy,Octa Core,4.74,"12 GB RAM, 256 GB inbuilt",12.0,256.0,4800 mAh Battery with 45W Fast Charging,4800,45.0,True,"7.6 inches, 1828 x 2448 px, 120 Hz Display with Punch Hole",7.6,1828,2448,120.0,Punch Hole,50 MP + 50 MP Dual Rear & 10 MP + 10 MP Dual Front Camera,50 MP + 50 MP Dual Rear ,2.0,50,50,,,,, 10 MP + 10 MP Dual Front Camera,2,10,10,,,,,Android v17,Android,8.0,Snapdragon,Qualcomm
172,poco,Poco X8 Pro 5G,39690,76.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 8500 Ultra, Octa Core, 3.4 GHz Processor",Dimensity 8500 Ultra,Octa Core,3.4,"8 GB RAM, 256 GB inbuilt",8.0,256.0,6500 mAh Battery with 100W Fast Charging,6500,100.0,True,"6.59 inches, 2756 x 1268 px, 120 Hz Display with Punch Hole",6.59,2756,1268,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 20 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 20 MP Front Camera,1,20,,,,,,Android v16,Android,8.0,Dimensity,MediaTek
173,xiaomi,Xiaomi Redmi Note 15 5G,28999,70.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 6 Gen3, Octa Core, 2.4 GHz Processor",Snapdragon 6 Gen3,Octa Core,2.4,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5520 mAh Battery with 45W Fast Charging,5520,45.0,True,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",6.77,1080,2392,120.0,Punch Hole,108 MP + 8 MP Dual Rear & 20 MP Front Camera,108 MP + 8 MP Dual Rear ,2.0,108,8,,,,, 20 MP Front Camera,1,20,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v15,Android,8.0,Snapdragon,Qualcomm
174,oppo,Oppo F31 Pro 5G (12GB RAM + 256GB),29999,68.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 7300 Energy, Octa Core, 2.5 GHz Processor",Dimensity 7300 Energy,Octa Core,2.5,"12 GB RAM, 256 GB inbuilt",12.0,256.0,7000 mAh Battery with 80W Fast Charging,7000,80.0,True,"6.57 inches, 1080 x 2372 px, 120 Hz Display with Punch Hole",6.57,1080,2372,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 32 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 32 MP Front Camera,1,32,,,,,,Android v15,Android,8.0,Dimensity,MediaTek
175,xiaomi,Xiaomi Redmi 15 5G,21499,61.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Snapdragon 6s Gen3, Octa Core, 2.3 GHz Processor",Snapdragon 6s Gen3,Octa Core,2.3,"6 GB RAM, 128 GB inbuilt",6.0,128.0,7000 mAh Battery with 33W Fast Charging,7000,33.0,True,"6.9 inches, 1080 x 2340 px, 144 Hz Display with Punch Hole",6.9,1080,2340,144.0,Punch Hole,50 MP Dual Rear & 8 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v15,Android,8.0,Snapdragon,Qualcomm
176,vivo,Vivo T4R 5G (8GB RAM + 256GB),24999,66.0,"Dual Sim, 5G, VoLTE, Vo5G, Wi-Fi",True,False,False,"Dimensity 7400, Octa Core, 2.6 GHz Processor",Dimensity 7400,Octa Core,2.6,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5700 mAh Battery with 44W Fast Charging,5700,44.0,True,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",6.77,1080,2392,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 32 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Dimensity,MediaTek
